,business_id,year,month,dayofmonth,rating,count
0,cYwJA2A6I12KNkm2rtXd5g,2015,11,1,4,3.75
1,cYwJA2A6I12KNkm2rtXd5g,2013,6,14,5,2.8
2,cYwJA2A6I12KNkm2rtXd5g,2015,1,25,2,3.0
3,cYwJA2A6I12KNkm2rtXd5g,2016,5,4,6,3.5
4,cYwJA2A6I12KNkm2rtXd5g,2014,3,31,1,4.0
5,cYwJA2A6I12KNkm2rtXd5g,2014,8,19,4,3.75
6,cYwJA2A6I12KNkm2rtXd5g,2013,6,18,1,4.0
7,cYwJA2A6I12KNkm2rtXd5g,2016,9,1,2,3.5
8,cYwJA2A6I12KNkm2rtXd5g,2015,5,7,1,4.0
9,cYwJA2A6I12KNkm2rtXd5g,2016,5,31,6,4.0
10,cYwJA2A6I12KNkm2rtXd5g,2016,4,24,5,4.6
11,cYwJA2A6I12KNkm2rtXd5g,2013,12,12,3,3.0
12,cYwJA2A6I12KNkm2rtXd5g,2015,8,22,2,1.0
13,cYwJA2A6I12KNkm2rtXd5g,2014,2,7,2,4.0
14,cYwJA2A6I12KNkm2rtXd5g,2013,10,8,4,4.5
15,cYwJA2A6I12KNkm2rtXd5g,2014,9,11,3,4.0
16,cYwJA2A6I12KNkm2rtXd5g,2013,11,2,2,4.0
17,cYwJA2A6I12KNkm2rtXd5g,2013,5,28,4,3.25
18,cYwJA2A6I12KNkm2rtXd5g,2016,6,17,1,5.0
19,cYwJA2A6I12KNkm2rtXd5g,2013,1,13,2,4.0
20,cYwJA2A6I12KNkm2rtXd5g,2013,8,7,3,3.3333333333333335
21,cYwJA2A6I12KNkm2rtXd5g,2016,3,9,3,3.3333333333333335
22,cYwJA2A6I12KNkm2rtXd5g,2013,7,17,5,3.2
23,cYwJA2A6I12KNkm2rtXd5g,2013,3,25,1,4.0
24,cYwJA2A6I12KNkm2rtXd5g,2015,5,21,5,4.4
25,cYwJA2A6I12KNkm2rtXd5g,2013,8,9,5,3.8
26,cYwJA2A6I12KNkm2rtXd5g,2014,2,13,2,3.5
27,cYwJA2A6I12KNkm2rtXd5g,2016,9,7,5,3.8
28,cYwJA2A6I12KNkm2rtXd5g,2013,5,7,3,3.3333333333333335
29,cYwJA2A6I12KNkm2rtXd5g,2014,7,15,6,3.1666666666666665
30,cYwJA2A6I12KNkm2rtXd5g,2016,1,14,3,4.666666666666667
31,cYwJA2A6I12KNkm2rtXd5g,2015,8,15,2,2.5
32,cYwJA2A6I12KNkm2rtXd5g,2015,10,17,4,4.25
33,cYwJA2A6I12KNkm2rtXd5g,2017,1,10,6,3.5
34,cYwJA2A6I12KNkm2rtXd5g,2016,11,10,4,3.75
35,cYwJA2A6I12KNkm2rtXd5g,2015,1,11,4,4.0
36,cYwJA2A6I12KNkm2rtXd5g,2013,10,13,2,5.0
37,cYwJA2A6I12KNkm2rtXd5g,2015,9,9,5,4.0
38,cYwJA2A6I12KNkm2rtXd5g,2015,6,25,5,4.0
39,cYwJA2A6I12KNkm2rtXd5g,2014,5,29,4,2.75
40,cYwJA2A6I12KNkm2rtXd5g,2016,7,5,5,3.8
41,cYwJA2A6I12KNkm2rtXd5g,2016,12,26,2,2.5
42,cYwJA2A6I12KNkm2rtXd5g,2016,3,4,2,4.0
43,cYwJA2A6I12KNkm2rtXd5g,2013,8,10,3,3.0
44,cYwJA2A6I12KNkm2rtXd5g,2013,7,6,2,4.0
45,cYwJA2A6I12KNkm2rtXd5g,2016,7,31,5,2.2
46,cYwJA2A6I12KNkm2rtXd5g,2013,3,17,3,3.3333333333333335
47,cYwJA2A6I12KNkm2rtXd5g,2014,2,18,4,4.0
48,cYwJA2A6I12KNkm2rtXd5g,2015,7,14,9,4.0
49,cYwJA2A6I12KNkm2rtXd5g,2014,3,5,1,3.0
50,cYwJA2A6I12KNkm2rtXd5g,2013,1,6,2,4.5
51,cYwJA2A6I12KNkm2rtXd5g,2014,9,20,1,4.0
52,cYwJA2A6I12KNkm2rtXd5g,2016,1,5,4,4.5
53,cYwJA2A6I12KNkm2rtXd5g,2016,3,10,3,4.0
54,cYwJA2A6I12KNkm2rtXd5g,2014,4,20,9,4.0
55,cYwJA2A6I12KNkm2rtXd5g,2015,7,5,4,3.5
56,cYwJA2A6I12KNkm2rtXd5g,2016,6,13,2,1.5
57,cYwJA2A6I12KNkm2rtXd5g,2013,12,27,9,3.6666666666666665
58,cYwJA2A6I12KNkm2rtXd5g,2015,2,2,3,4.0
59,cYwJA2A6I12KNkm2rtXd5g,2016,5,27,6,3.5
